;additionalInfos;authorFirstname;authorLastname;correctionsAfter1938;firstEditionPublicationPlace;firstEditionPublicationYear;firstEditionPublisher;ocrResult;pageNumberInOCRDocument;secondEditionPublicationPlace;secondEditionPublicationYear;secondEditionPublisher;ssFlag;title
2467;;Franz;Pfemfert;;;;;Pfemfert, Franz: Sämtliche Schriften.;109;;;;False;Sämtliche Schriften
2468;;Josef;Breitbach;;Berlin;1933;Kiepenheuer;Breitbach, Josef: Die Wandlung der Susanne Dasseldorf. Berlin: Kiepenheuer 1933.;16;Berlin;1933;Kiepenheuer;False;Die Wandlung der Susanne Dasseldorf
2469;;Max;Westphal;;Berlin;1923;Albrecht;Westphal, Max: Was wir wollen! Berlin: Albrecht 1923.;161;Berlin;1923;Albrecht;False;Was wir wollen!
2470;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;André;Blomjous;;Limburg;1927 (2. verb. Aufl.);Gebr. Steffen;Blomjous, A[ndré]: Junge, ich gehe mit! 2. verb. Aufl. — Limburg: Gebr. Steffen 1927.;6;Limburg;1927 (2. verb. Aufl.);Gebr. Steffen;False;Junge, ich gehe mit!
2471;;Wilhelm;Herzog;;;;;Herzog, Wilhelm: Sämtliche Schriften.;58;;;;False;Sämtliche Schriften
2472;;Guido;Kreutzer;;Leipzig;1920;Vogel & Vogel;Kreutzer, Guido: Die 40 Nächte des Monsignore. Leipzig: Vogel & Vogel 1920.;77;Leipzig;1920;Vogel & Vogel;False;Die 40 Nächte des Monsignore
2473;;Oskar Maria;Graf;;;;;Graf, Oskar Maria: Sämtliche Schriften.;48;;;;False;Sämtliche Schriften
2474;;A.;Kusnetzow;;Moskau;1934;Verlagsgen. ausländ. Arbeiter;Kusnetzow, A.: In Lenins Heimat. Moskau: Verlagsgen. ausländ. Arbeiter 1934.;78;Moskau;1934;Verlagsgen. ausländ. Arbeiter;True;In Lenins Heimat
2475;;Karl;Schmitt;;Buss/Saar;1935;Selbstverl.;Schmitt, Karl: Leuchtendes Erlöserblut. Buss/Saar: Selbstverl. 1935.;129;Buss/Saar;1935;Selbstverl.;False;Leuchtendes Erlöserblut
2476;;Nikolaus;Mueller;;Kevelaer;1935;Bercker;Mueller, Nikolaus: Die Völkerkirche im Deutschen Volk. Kevelaer: Bercker 1935.;99;Kevelaer;1935;Bercker;False;Die Völkerkirche im Deutschen Volk
2477;;;Rumjanzew, P., u. S. Friedmann;;Moskau; 1932;Verlagsgen. ausländ. Arbeiter;Rumjanzew, P., u. S. Friedmann: Im Hochschulbetrieb. Moskau: Verlagsgen. ausländ. Arbeiter 1932.;124;Moskau; 1932;Verlagsgen. ausländ. Arbeiter;True;Im Hochschulbetrieb
2478;;Franz;Krueger;;Wiesbaden;1931;Rauch;Krueger, Franz: Christus vor Moskau. Wiesbaden: Rauch 1931.;78;Wiesbaden;1931;Rauch;False;Christus vor Moskau
2479;;Elfriede;Friedlaender;;Wien;1920;Neue Erde;Friedlaender, Elfriede: Sexualethik des Kommunismus. Wien: Neue Erde 1920.;41;Wien;1920;Neue Erde;False;Sexualethik des Kommunismus
2480;;;;; Wien; 1933;Staatsdruckerei;Braunbuch, Das ~. Hakenkreuz gegen Österreich. Wien: Staatsdruckerei 1933.;16; Wien; 1933;Staatsdruckerei;False;Braunbuch, Das ~. Hakenkreuz gegen Österreich
2481;;Eugen;Leviné;;;;;Leviné, Eugen: Sämtliche Schriften.;84;;;;False;Sämtliche Schriften
2482;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Hanna;Schmidt, gesch. Kirchner, geb. Stunz;;;;;Schmidt, Hanna, gesch. Kirchner, geb. Stunz, geb. 24. 4. 1889: sämt¬liche Schriften.;16;;;;True;sämtliche Schriften
2483;;Richard Nikolaus;Coudenhove-Kalergi;;;;;Coudenhove-Kalergi, Richard Nikolaus: Sämtliche Schriften.;22;;;;False;Sämtliche Schriften
2484;;Friedrich Eduard;Oberth;;Mediasch;1934;Feder;Oberth, Friedrich Eduard: Wie lautet der Wahlspruch? Mediasch: Feder 1934.;104;Mediasch;1934;Feder;True;Wie lautet der Wahlspruch?
2485;;Ernst;Preczang;;Berlin;1913;Vorwärts;Preczang, Ernst: In den Tod getrieben. Berlin: Vorwärts 1913.;112;Berlin;1913;Vorwärts;False;In den Tod getrieben
2486;;Adolf;Uzarski;;Potsdam;1924;Kiepenheuer;Uzarski, Adolf: Die Reise nach Deutschland. Potsdam: Kiepenheuer 1924.;151;Potsdam;1924;Kiepenheuer;False;Die Reise nach Deutschland
2487;;Martin;Gumpert;;Stockholm;1938;Bermann-Fischer;Gumpert, Martin: Dunant. Stockholm: Bermann-Fischer 1938.;51;Stockholm;1938;Bermann-Fischer;True;Dunant
2488;;Friedrich;Delekat;;Essen;1935;Lichtweg-Verl.;Delekat, Friedrich: Herr, was sollen wir tun? Essen: Lichtweg-Verl. 1935.;24;Essen;1935;Lichtweg-Verl.;False;Herr, was sollen wir tun?
2489;;;;;Budapest;1922;;Germaine und Molly. Peitschen- u. Liebesorgien. Budapest 1922.;45;Budapest;1922;;True;Germaine und Molly. Peitschen- u. Liebesorgien.
2490;;Otto;Zacke;;-Leipa;1936;Kaiser;Zacke, Otto: Kameraden zur See. Böhm.-Leipa: Kaiser 1936.;166;-Leipa;1936;Kaiser;False;Kameraden zur See. Böhm
2491;;Ellinor;Johannson-Hegel;;Moskau;1933/35;Staatsverl. f. Lehrbücher u. Pädagogik;Johannson-Hegel, Ellinor: Deutsch. Moskau: Staatsverl. f. Lehrbücher u. Pädagogik 1933/35.;65;Moskau;1933/35;Staatsverl. f. Lehrbücher u. Pädagogik;True;Deutsch
2492;;;Kondor;;Leipzig; 1932;Weicher;Kondor: Gelb-Weiss. Leipzig: Weicher 1932.;75;Leipzig; 1932;Weicher;False;Gelb-Weiss
2493;;Ivan;Panin;;Huttwil;1933;Müller-Kersting;Panin, Ivan: Eine harte Nuss für Leugner der wörtlichen Eingebung der Heiligen Schrift. Huttwil: Müller-Kersting 1933.;107;Huttwil;1933;Müller-Kersting;True;Eine harte Nuss für Leugner der wörtlichen Eingebung der Heiligen Schrift
2494;;Magnus;Hermansson;;New York;1938;Bonnier;Hermansson, Magnus: Where now little Jew? New York: Bonnier 1938.;57;New York;1938;Bonnier;True;Where now little Jew?
2495;;;;; Wien; 1931;Verl. f. Kulturforschung;Gehoer, Das ~. Bearb. v. Ernst Decsey u. a. Wien: Verl. f. Kulturforschung 1931.;44; Wien; 1931;Verl. f. Kulturforschung;False;Gehoer, Das ~. Bearb. v. Ernst Decsey u. a
2496;;Máté;Zalka;;Berlin;1926;Internat. Verlagsanst.;Zalka, Máté: Junge Pioniere. Berlin: Internat. Verlagsanst. 1926.;166;Berlin;1926;Internat. Verlagsanst.;False;Junge Pioniere
2497;;Kurt;Paehlke-Weishaar;;Ragnit;1936;Schirmer;Paehlke-Weishaar, Kurt: Die Evangelien nicht veraltet. Ragnit: Schirmer 1936.;107;Ragnit;1936;Schirmer;False;Die Evangelien nicht veraltet
2498;;Werner;Suhr;;Egestorf;1927;Laurer;Suhr, Werner: Heilgymnastik der Frau. Egestorf: Laurer 1927.;146;Egestorf;1927;Laurer;False;Heilgymnastik der Frau
2499;;Gustav;Eckstein;;Wien;1925;Wiener Volksbuchh.;Eckstein, Gustav: Kapitalismus u. Sozialismus. Wien: Wiener Volksbuchh. 1925.;29;Wien;1925;Wiener Volksbuchh.;False;Kapitalismus u. Sozialismus
2500;;Max;Naumann;;Berlin;1934;Verb. nationaldt. Juden;Naumann, Max: Die nationaldeutschen Juden nach dem 19. Aug. 1934. Berlin: Verb. nationaldt. Juden 1934.;101;Berlin;1934;Verb. nationaldt. Juden;False;Die nationaldeutschen Juden nach dem 19. Aug. 1934
2501;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Anselm;Ruest;;;;;Ruest, Anselm: sämtliche Schriften.;15;;;;True;sämtliche Schriften
2502;;;;; Berlin; 1928;Mopr-Verl.;Hilfe, 5 Jahre Internationale Rote ~. Berlin: Mopr-Verl. 1928.;58; Berlin; 1928;Mopr-Verl.;False;Hilfe, 5 Jahre Internationale Rote ~
2503;;Felix;Burger;;Prag;1933;Die Abwehr;Burger, Felix: Juden in brauner Hölle. Prag: Die Abwehr 1933.;19;Prag;1933;Die Abwehr;False;Juden in brauner Hölle
2504;;Christian Heinrich;Kindler;;Göppingen;1932;Selbstverl.;Kindler, Christian Heinrich: Unter der Peitsche in Spanisch-Marokko vor und nach der Revolution. Göppingen: Selbstverl. 1932.;71;Göppingen;1932;Selbstverl.;False;Unter der Peitsche in Spanisch-Marokko vor und nach der Revolution
2505;;Georg;Schumann;;Halle;1922;Produktiv-Genossenschaft Halle-Merseburg;Schumann, Georg: Max Hölz, »der gemeine Verbrecher«. Halle: Produktiv-Genossenschaft Halle-Merseburg 1922.;133;Halle;1922;Produktiv-Genossenschaft Halle-Merseburg;False;Max Hölz, »der gemeine Verbrecher«
2506;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Albert;Dreyfus;;Zürich, New York;1941;Oprecht;Dreyfus, Albert: Gezeiten. Rhythmen und Reime. — Zürich, New York: Oprecht (1941).;4;Zürich, New York;1941;Oprecht;True;Gezeiten. Rhythmen und Reime
2507;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Hans;Tietze ;;;;;Tietze, Hans, Kunsthistoriker: sämtliche Schriften.;19;;;;True;sämtliche Schriften
2508;;Hermann;Drechsler;;Berlin;1932;Courier;Drechsler, Hermann: Aktenstaub. Aus d. Tagebuch eines Wohlfahrtsdezernenten. Berlin: Courier 1932.;27;Berlin;1932;Courier;False;Aktenstaub. Aus d. Tagebuch eines Wohlfahrtsdezernenten
2509;;Karl;Korn;;Berlin;1927;Arbeiterjugendverl.;Korn, Karl: Die Weltanschauung des Sozialismus. Berlin: Arbeiterjugendverl. 1927.;76;Berlin;1927;Arbeiterjugendverl.;False;Die Weltanschauung des Sozialismus
2510;;Wilhelm;Weitling;;Berlin;1908;Vorwärts;Weitling, Wilhelm: Garantien der Harmonie und der Freiheit. Berlin: Vorwärts 1908.;158;Berlin;1908;Vorwärts;False;Garantien der Harmonie und der Freiheit
2511;;Norbert;Jacques;;Berlin;1929;Steegemann;Jacques, Norbert: Die Limmburger Flöte. Berlin: Steegemann 1929.;63;Berlin;1929;Steegemann;False;Die Limmburger Flöte
2512;;Ernst;Benedikt;;Wien;1936;Gerold;Benedikt, Ernst: Karl Josef, Fürst von Ligne. Wien: Gerold 1936.;9;Wien;1936;Gerold;False;Karl Josef, Fürst von Ligne
2513;;;;; Hamburg; 1905;Eros-Verl.;Abenteuer, Rosy's ~. Hamburg: Eros-Verl. 1905.;1; Hamburg; 1905;Eros-Verl.;False;Abenteuer, Rosy's ~
2514;;Paul u. Viktor;Margueritte;;Frankfurt;1913;Volksstimme;Margueritte, Paul u. Viktor: Die Kommune. Frankfurt: Volksstimme 1913.;92;Frankfurt;1913;Volksstimme;False;Die Kommune
2515;;Kurt;Heymann;;Köln;1932;Schubarth;Heymann, Kurt: Medizin für Alle. Nebst Beilageheft: Sexuelle Fragen. Köln: Schubarth 1932.;58;Köln;1932;Schubarth;False;Medizin für Alle. Nebst Beilageheft: Sexuelle Fragen
2516;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Robert;Maeder;;Basel;1939;Nazareth;Maeder, Robert: Blut und Rasse. - Basel: Verl. Nazareth (1939).;11;Basel;1939;Nazareth;True;Blut und Rasse
2517;;Hans;Koren;;Salzburg;1936;Pustet;Koren, Hans: Volkskunde als gläubige Wissenschaft. Salzburg: Pustet 1936.;75;Salzburg;1936;Pustet;False;Volkskunde als gläubige Wissenschaft
2518;;Hermann;Wendel;;;;;Wendel, Hermann: Sämtliche Schriften.;158;;;;False;Sämtliche Schriften
2519;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Zwei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 5.";Arthur (Georg Arthur);Arzt;;;;;"Arzt, Arthur (Georg Arthur): sämtliche Schriften.

Zwei Schriften bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 5.

";0;;;;True;sämtliche Schriften
2520;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Hermann;Muckermann;;Berlin, Bonn ;1934;Dümmler;Muckermann, Hermann: Eugenik und Katholizismus. — Berlin u. Bonn: Dümmler 1934.;13;Berlin, Bonn ;1934;Dümmler;False; Eugenik und Katholizismus
2521;;Paul;Amann;;Berlin;1934;Schocken-Verl.;Amann, Paul: Tradition und Weltkrise. Berlin: Schocken-Verl. 1934.;3;Berlin;1934;Schocken-Verl.;False;Tradition und Weltkrise
2522;;Alexander;Awdejenko;;Moskau;1934;Verlagsgen. ausländ. Arbeiter;Awdejenko, Alexander: Ich liebe. Moskau: Verlagsgen. ausländ. Arbeiter 1934. — Prag: Malik-Verl. 1935.;5;Moskau;1934;Verlagsgen. ausländ. Arbeiter;True;Ich liebe
2523;;Konrad;Beisswanger;;;;;Beisswanger, Konrad: Sämtliche Schriften.;9;;;;False;Sämtliche Schriften
2524;;Friedrich;Glauser;;Zürich;1936;Jean Christophe-Verl.;Glauser, Friedrich: Matto regiert. Zürich: Jean Christophe-Verl. 1936.;47;Zürich;1936;Jean Christophe-Verl.;True;Matto regiert
2525;;Dimitri S.;Manuilski;;Moskau;1935;Verlagsgen. ausländ. Arbeiter;Manuilski, Dimitri S.: Engels im Kampf für den revolutionären Marxismus. Moskau: Verlagsgen. ausländ. Arbeiter 1935. — Strassburg: Ed. Prométhée 1935.;91;Moskau;1935;Verlagsgen. ausländ. Arbeiter;True;Engels im Kampf für den revolutionären Marxismus
2526;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Peter;Lorenz;;;;;Lorenz, Peter, geb. 6. 1. 1894: sämtliche Schriften.;11;;;;True;sämtliche Schriften
2527;;Wilhelm;Kothe;;Hannover;1934;Holger Selke;Kothe, Wilhelm: Führer durch das Erbhofrecht. Hannover: Holger Selke 1934.;76;Hannover;1934;Holger Selke;False;Führer durch das Erbhofrecht
2528;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Oscar;Cullmann;;Zollikon-Zürich;1941;Evang. Verl. ;Cullmann, Oscar: Königsherrschaft Christi und Kirche im Neuen Testa¬ment. — Zollikon-Zürich: Evang. Verl. 1941 = Theologische Studien. H. 10.;4;Zollikon-Zürich;1941;Evang. Verl. ;True;Königsherrschaft Christi und Kirche im Neuen Testament = Theologische Studien. H. 10.
2529;;Nikolaus;Mueller;;München;1934;Selbstverl.;Mueller, Nikolaus: Eugenik. München: Selbstverl. 1934.;99;München;1934;Selbstverl.;False;Eugenik
2530;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;;;;Leipzig;1940;Dr. Heinrich Pudor;Die internationalen verwandtschaftlichen Beziehungen der jüdischen Hochfinanz. Beih. 9. — Leipzig: Verl. Dr. Heinrich Pudor 1940.;21;Leipzig;1940;Dr. Heinrich Pudor;False;Die internationalen verwandtschaftlichen Beziehungen der jüdischen Hochfinanz. Beih. 9.
2531;;Marta;Karlweis;;Amsterdam;1935;Querido-Verl.;Karlweis, Marta: Jakob Wassermann. Amsterdam: Querido-Verl. 1935.;69;Amsterdam;1935;Querido-Verl.;True;Jakob Wassermann
2532;;;Staatsanwalt höre;;Berlin; 1927;Mopr-Verl.;Staatsanwalt höre: Heraus mit Margies. Berlin: Mopr-Verl. 1927.;141;Berlin; 1927;Mopr-Verl.;False;Heraus mit Margies
2533;;;;; Peiskretscham; 1933;Cieslik;Tag, Der ~ von Potsdam. Peiskretscham: Cieslik 1933.;146; Peiskretscham; 1933;Cieslik;False;Tag, Der ~ von Potsdam
2534;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;Heinrich;Schulte;;Limburg;1937;Pallottiner = Aus Schönstatts Geistes- welt. 1.;Schulte, Heinrich: Omnibus omnia. Lebensbild e. jugendlichen Helden- seele. — Limburg: Pallottiner Verl. 1937 = Aus Schönstatts Geistes- welt. 1.;10;Limburg;1937;Pallottiner = Aus Schönstatts Geistes- welt. 1.;False;Omnibus omnia. Lebensbild e. jugendlichen Heldenseele
2535;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;Ernst;Sachse;;Paris;um 1937;Éditions Nouvelles Internationales in Komm. ;Sachse, Ernst: Deutsche Sozialversicherung 1933-36. — Paris: Éditions Nouvelles Internationales in Komm. [um 1937].;9;Paris;um 1937;Éditions Nouvelles Internationales in Komm. ;True;Deutsche Sozialversicherung 1933-36
2536;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 120.";Hans;Ritter;;;;;"Ritter, Hans: sämtliche Schriften.

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 120.

";15;;;;True;sämtliche Schriften
2537;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Ludwig;Jung;;;;;Jung, Ludwig, geb. 5. 9. 1901: sämtliche Schriften.;8;;;;True;sämtliche Schriften
2538;;Josef;Kunz;;Atzgersdorf;1930;Regina-Verl.;Kunz, Josef: Lore. Atzgersdorf: Regina-Verl. 1930.;79;Atzgersdorf;1930;Regina-Verl.;False;Lore
2539;;;;; Leipzig; 1932;Mazdaznan-Verl.;Reichsprogramm der allgemeinen deutschen Reichsbewegung für die Rechte der Gesamtheit. Leipzig: Mazdaznan-Verl. 1932.;116; Leipzig; 1932;Mazdaznan-Verl.;False;Reichsprogramm der allgemeinen deutschen Reichsbewegung für die Rechte der Gesamtheit
2540;;Gustav;Eckstein;;Berlin;1910;;Eckstein, Gustav: Leitfaden zum Studium der Geschichte des Sozialismus. Berlin 1910.;0;Berlin;1910;;False;Leitfaden zum Studium der Geschichte des Sozialismus
2541;;Eugen;Varga;;;;;Varga, Eugen: Sämtliche Schriften.;152;;;;False;Sämtliche Schriften
2542;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Wilhelm;Kockskemper;;Landsberg (Warthe);1939; Pfeiffer;Kockskemper, Wilhelm: Jehovah an der Westfront. — Landsberg <Warthe>: Pfeiffer (1939).;11;Landsberg (Warthe);1939; Pfeiffer;True;Jehovah an der Westfront
2543;;;;; Plauen; 1933;Wolff;Lieder der Eisbrechermannschaft. Plauen: Wolff 1933.;86; Plauen; 1933;Wolff;False;Lieder der Eisbrechermannschaft
2544;Jahresliste 1939 des schädlichen und unerwünschten Schrifttums;Leon G.;Turrou;;London [usw.];1939;Harrap;Turrou, Leon G.: The Nazi Spy Conspiracy in America. — London [usw.]: Harrap (1939).;11;London [usw.];1939;Harrap;True;The Nazi Spy Conspiracy in America
2545;;Alexander I.;Kuprin;;Berlin;1910;Murawkin;Kuprin, Alexander I.: Das Freudenhaus. Berlin: Murawkin 1910.;79;Berlin;1910;Murawkin;False;Das Freudenhaus
2546;;Josef;Kunz;;Atzgersdorf;1930;Regina-Verl.;Kunz, Josef: Josefine Mutzenbacher. Atzgersdorf: Regina-Verl. 1930.;79;Atzgersdorf;1930;Regina-Verl.;False;Josefine Mutzenbacher
2547;;;;;Berlin;1926;Neuer dt. Verl.;Faelscherwerkstätten, Aus diplomatischen   Berlin: Neuer dt. Verl. 1926.;0;Berlin;1926;Neuer dt. Verl.;False;Faelscherwerkstätten, Aus diplomatischen 
2548;"„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 133.

";Karl;Schwarz;;;;;"Schwarz, Karl, geb. 22. 4. 1885: sämtliche Schriften.

Eine Schrift bereits in »Liste des schädlichen und unerwünschten Schrifttums« S. 133.

";17;;;;True;sämtliche Schriften
2549;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;;;;Konstanz;1939;Christliche Verlagsanst. = Persönliche Bibel-Erlebnisse von Menschen der Gegenwart. Bd 2.;Bekenntnis zur Bibel. — Konstanz: Christliche Verlagsanst. (1939) = Persönliche Bibel-Erlebnisse von Menschen der Gegenwart. Bd 2.;0;Konstanz;1939;Christliche Verlagsanst. = Persönliche Bibel-Erlebnisse von Menschen der Gegenwart. Bd 2.;False;Bekenntnis zur Bibel
2550;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Pierre;Buk;;Paris;1939;du Sagittaire;Buk, Pierre: La Tragédie tchécoslovaque. De sept. 1938 à mars 1939. — Paris: Ed. du Sagittaire (1939).;6;Paris;1939;du Sagittaire;True;La Tragédie tchécoslovaque. De sept. 1938 à mars 1939
2551;;Emil;Strauss;;Prag;1934;Orbis-Verl.;Strauss, Emil: Die Entstehung der Tschechoslowakischen Republik. Prag: Orbis-Verl. 1934.;145;Prag;1934;Orbis-Verl.;False;Die Entstehung der Tschechoslowakischen Republik
2552;;Camille;Pert;;Wien;1922;Blitz-Verl.;Pert, Camille: Rosa Scaris Liebesabenteuer. Wien: Blitz-Verl. 1922.;109;Wien;1922;Blitz-Verl.;False;Rosa Scaris Liebesabenteuer
2553;;;;; Berlin; 1930;Reichsarbeitsgemeinschaft d. Kinderfreunde;Arbeiterkinder erobern die Welt! Berlin: Reichsarbeitsgemeinschaft d. Kinderfreunde 1930.;4; Berlin; 1930;Reichsarbeitsgemeinschaft d. Kinderfreunde;False;Arbeiterkinder erobern die Welt
2554;;Max;Eulenberger;;Dresden;1933;Gerthau-Verl.;Eulenberger, Max: August, der Mann mit 300 Frauen und 1000 Kindern. Dresden: Gerthau-Verl. 1933.;34;Dresden;1933;Gerthau-Verl.;False;August, der Mann mit 300 Frauen und 1000 Kindern
2555;;Ernst;Breit;;Kevelaer;1935;Bercker;Breit, Ernst: Das Mädchen im Landjahr. Kevelaer: Bercker 1935.;16;Kevelaer;1935;Bercker;False;Das Mädchen im Landjahr
2556;;Robert;Riemann;;Leipzig;1921;Dieterich;Riemann, Robert: Schwarzrotgold. Leipzig: Dieterich 1921.;120;Leipzig;1921;Dieterich;False;Schwarzrotgold
2557;;Ruth;Rajewska von Weiher;;München;1921;Universal-Verl.;Rajewska von Weiher, Ruth: Wenn das Blut ruft. München: Universal-Verl. 1921.;114;München;1921;Universal-Verl.;False;Wenn das Blut ruft
2558;;Hans;Blueher;;Berlin;1914;Weise;Blueher, Hans: Die deutsche Wandervogelbewegung als erotisches Phänomen. Berlin: Weise 1914. — Prien: Kampmann & Schnabel 1922.;13;Berlin;1914;Weise;False;Die deutsche Wandervogelbewegung als erotisches Phänomen
2559;;;;; Amsterdam; 1933;A. de Lange;Novellen deutscher Dichter der Gegenwart. Amsterdam: A. de Lange 1933.;104; Amsterdam; 1933;A. de Lange;True;Novellen deutscher Dichter der Gegenwart
2560;;;Ormesson, Wladimir d';;Paris; 1933;Bloud & Gay;Ormesson, Wladimir d': La révolution allemande. Paris:Bloud & Gay 1933.;106;Paris; 1933;Bloud & Gay;True;La révolution allemande
2561;„Jahresliste 1941 des schädlichen und unerwünschten Schrifttums.“;Hubertus Kraft Graf;Strachwitz;;Donauwörth;1923-1925;Auer;Strachwitz, Hubertus Kraft Graf: Der Kaplan von Heiligenberg. Roman, [1.] 2. — Donauwörth: Auer (1923-1925).;18;Donauwörth;1923-1925;Auer;False;Der Kaplan von Heiligenberg. Roman, [1.] 2. 
2562;Jahresliste 1940 des schädlichen und unerwünschten Schrifttums;Fr.;Brecher;;Leipzig;1928;H. Ebbecke;Brecher, Fr.: Dein Kind im Gotteskleid. Brevier f. Eltern u. Erzieher ... — Leipzig: H. Ebbecke 1928.;6;Leipzig;1928;H. Ebbecke;False;Dein Kind im Gotteskleid. Brevier f. Eltern u. Erzieher ... 
2563;;Botho von;Keyserlingk;;Görlitz;1936;Bokämper;Keyserlingk, Botho von: Monte, der Rebell. Görlitz: Bokämper 1936.;71;Görlitz;1936;Bokämper;False;Monte, der Rebell
2564;;Frank Herbert;Simonds;;Berlin;1932;Histor.-polit. Verl.;Simonds, Frank Herbert: Kann Europa Frieden halten? Berlin: Histor.-polit. Verl. 1932.;137;Berlin;1932;Histor.-polit. Verl.;False;Kann Europa Frieden halten?
2565;;Liam;O'Flaherty;;Berlin;1928;Knaur;O'Flaherty, Liam: Die dunkle Seele. Berlin: Knaur 1928.;105;Berlin;1928;Knaur;False;Die dunkle Seele
2566;;Karl;Salier;;Leipzig;1934;Meiner;Salier, Karl: Der Weg der deutschen Rasse. Leipzig: Meiner 1934.;125;Leipzig;1934;Meiner;False;Der Weg der deutschen Rasse
2567;;;;; Paris; 1935;Ed. du Carrefour;Netz, Das braune ~. Wie Hitlers Agenten im Auslande arbeiten. Paris: Ed. du Carrefour 1935.;102; Paris; 1935;Ed. du Carrefour;True;Netz, Das braune ~. Wie Hitlers Agenten im Auslande arbeiten
2568;;W. N.;Klujewa;;Moskau;1932/33;Verlagsgen. ausländ. Arbeiter;Klujewa, W. N.: Russisch für deutsche Arbeiter. Fernunterricht. Moskau: Verlagsgen. ausländ. Arbeiter 1932/33.;73;Moskau;1932/33;Verlagsgen. ausländ. Arbeiter;True;Russisch für deutsche Arbeiter. Fernunterricht
